,power_factor,voltage_a,voltage_b,voltage_c,current_a,current_b,current_c,power_real,power_reactive,thd_voltage_a,thd_voltage_b,thd_voltage_c,thd_current_a,thd_current_b,thd_current_c
2024-01-15 08:00:12+00:00,0.9472665421920007,120.03237466119839,120.30588599582028,120.02260415644572,50.17285411045107,51.785544212747425,49.11190210550133,17.706545528916457,5.961529800735025,5.034100057233086,4.782395054371432,5.134782058377748,5.037553269209647,4.936802203825454,5.087928801901744
2024-01-15 08:00:13+00:00,0.9442244001540333,120.35178476223408,120.1289918256722,119.81294695910745,50.32807428048252,51.654964453738124,49.92509191288992,18.112165959008763,6.079146114311916,3.4971152175089,3.322259456633455,3.5670575218590783,3.7556075168520633,3.680495366515022,3.793163592020584
2024-01-15 08:00:14+00:00,0.9499396998749335,120.15491210956722,119.96892762561667,119.47290701750933,50.23255247818282,52.07267806952375,49.528560030459815,18.114684229705233,5.966109702979031,2.7769287820021185,2.6380823429020124,2.832467357642161,4.088742910374954,4.006968052167455,4.1296303394787035
2024-01-15 08:00:15+00:00,0.9476838663362939,119.75791843011974,119.81199781508016,120.11389067242695,51.196196801761914,52.12132548879781,48.682376072020226,17.79981702391305,5.9533282610730565,3.767929509484282,3.5795330340100677,3.8432880996739676,3.088902316830443,3.0271242704938337,3.119791339998747
2024-01-15 08:00:16+00:00,0.9391577474767041,120.12737821845889,119.7876454391389,119.82000772128308,51.19516379941249,52.290531396866065,49.86791994900027,18.162600187572696,6.107898762532018,4.177312551819876,3.9684469242288816,4.260858802856274,4.677823829100032,4.584267352518031,4.724602067391032
2024-01-15 08:00:17+00:00,0.9495568748631548,119.73013496620236,120.14640750763557,119.60461344281123,49.843736119061326,51.530384439468214,48.80238818252997,18.133846817688397,6.069889095174993,3.968425319587361,3.770004053607993,4.047793825979108,4.2660388485248655,4.180718071554368,4.3086992370101145
2024-01-15 08:00:18+00:00,0.9500940692240527,120.28238154583904,120.23335565723028,119.70586662645967,50.64584623936284,51.236613665722075,49.974964355665364,18.054171004030408,5.8932026481926245,2.845205406141293,2.7029451358342285,2.902109514264119,3.222813097872288,3.158356835914842,3.255041228851011
2024-01-15 08:00:19+00:00,0.9474646055804898,120.00491533373723,119.99734265019849,119.4899985509476,50.692527709685685,51.695997026682306,49.425658505743066,17.582771508798285,5.8834934828596275,2.7329006017173643,2.596255571631496,2.7875586137517114,2.7565980799012335,2.701466118303209,2.784164060700246
2024-01-15 08:00:20+00:00,0.9614134145988774,119.96548098895792,120.4562034057147,120.09809653152121,50.3052178639,51.51113386957868,49.74153345820381,18.26255589387318,5.90667628224118,3.6367058447547045,3.454870552516969,3.7094399616497986,4.160795289532293,4.0775793837416465,4.202403242427615
2024-01-15 08:00:21+00:00,0.9485578160684891,119.81770736190276,120.2423662351395,119.98685337771002,50.94954013884898,51.51911532719672,49.72050061370963,18.118624796884358,6.015259300553849,2.811660988094968,2.6710779386902193,2.8678942078568674,5.306522582004751,5.200392130364656,5.3595878078247985
2024-01-15 08:00:22+00:00,0.9564646857274949,120.38979508705474,120.43614434400303,119.83747635854012,51.495354600334196,53.03926697508397,49.69375322643009,18.157491275099684,6.137038468237859,3.9589248686995937,3.760978625264614,4.038103366073585,5.586160291910825,5.474437086072609,5.642021894829933
2024-01-15 08:00:23+00:00,0.9384650859866925,119.9777202308989,120.20925399661427,119.77119524528092,51.24531043043581,51.154657181976425,49.90742828427417,17.40211898921851,6.164803756278552,3.089674660359683,2.9351909273416985,3.1514681535668765,2.7064368968302035,2.6523081588935993,2.7335012657985054
2024-01-15 08:00:24+00:00,0.939484329695494,119.8966270455886,120.02904035245987,119.58087447827809,51.50737792805151,52.55670710891107,49.87844333765866,17.977447894881703,6.09598693985428,3.6347911594766336,3.4530516015028017,3.7074869826661665,4.934479328802058,4.835789742226017,4.983824122090079
2024-01-15 08:00:25+00:00,0.9400912439628683,119.92053156727272,120.30045924702561,119.1470974960268,50.50900696456682,52.80898602122598,50.807184368351024,17.80050089312509,6.213098065116254,3.8316497059435743,3.6400672206463955,3.908282700062446,4.797497504263987,4.701547554178707,4.845472479306626
2024-01-15 08:00:26+00:00,0.955686821955067,120.18691054854357,119.88846987485783,119.36328528829378,50.92084961263613,52.88278532646679,50.019094210952666,18.349410363803937,6.042843995735219,1.9608539389668718,1.862811242018528,2.000071017746209,5.384856756774875,5.2771596216393775,5.4387053243426235
2024-01-15 08:00:27+00:00,0.942047524907958,120.13789708973499,120.43015195435761,119.56541374082914,50.554082733295544,52.561167413039,50.06549369858103,17.873208722226,6.1344560027069015,3.116558427434488,2.9607305060627636,3.178889595983178,4.475546987381281,4.386036047633655,4.520302457255094
2024-01-15 08:00:28+00:00,0.9440646569009138,120.15312964535616,119.98822371964718,119.52136132754946,51.09088679139014,53.11593531407575,49.62189888692422,18.393552804298665,5.967304348979723,3.9186343753217923,3.7227026565557026,3.9970070628282284,3.665627611811043,3.592315059574822,3.7022838879291533
2024-01-15 08:00:29+00:00,0.9538785497971461,120.15960206494839,120.54588623353415,119.87710323990275,51.17011506028345,53.38103843103986,50.20184263714574,18.291755761720157,5.869686047148885,2.354634199338902,2.236902489371957,2.40172688332568,4.7859162016314025,4.6901978775987745,4.8337753636477165
2024-01-15 08:00:30+00:00,0.9476153936005426,120.6738958540069,120.1699276530207,120.03478689319027,51.519477456789254,52.37150855215281,49.53431037680191,18.148941859914185,5.995302798635992,2.56165838953078,2.433575470054241,2.6128915573213956,1.4231612956118345,1.3946980696995976,1.4373929085679529
2024-01-15 08:00:31+00:00,0.9530562227067033,119.91052278287547,120.59127223725942,119.75385062754496,51.7304225627588,52.779571227410216,50.6558539371794,18.335235511378855,6.014525160949456,3.9611325281586787,3.7630759017507445,4.040355178721852,3.008445499784591,2.9482765897888994,3.038529954782437
2024-01-15 08:00:32+00:00,0.9402796054891278,119.87982008427443,119.9367729322254,120.21610099772633,51.45223107007022,53.22686788979598,49.37327170117814,17.92275954410992,6.286397486441435,4.222322087056131,4.011205982703324,4.306768528797254,3.130484814931773,3.067875118633138,3.161789663081091
2024-01-15 08:00:33+00:00,0.9434094790062301,119.79040659770138,120.07127658278945,119.5596000234674,50.71166941913284,52.19104923230608,49.72824244689762,17.96207497521402,6.028738700353956,0.5,0.475,0.51,3.3273124860304293,3.2607662363098204,3.3605856108907335
2024-01-15 08:00:34+00:00,0.9596457044988113,120.22037765091822,120.38993547584845,119.75485151847279,50.499624208350845,52.532553894167435,49.37009956415305,18.303085132297507,5.9278722613476775,3.9589415757127213,3.760994496927085,4.038120407226976,2.4799194585448148,2.4303210693739183,2.5047186531302628
2024-01-15 08:00:35+00:00,0.9421359242659632,120.37532081153716,120.62785150999638,119.78125971169017,51.469619493351004,52.374995370138215,50.429048652495354,17.934134414122045,6.126989075150857,1.140118627097722,1.0831126957428359,1.1629209996396763,3.4356432194017197,3.366930355013685,3.469999651595737
2024-01-15 08:00:36+00:00,0.944474632659255,120.00349007442112,120.7777323328355,120.12525486174447,51.99370999025488,52.951211187511824,50.041815790092144,17.86041772363286,5.955436593798782,2.949500228071833,2.802025216668241,3.0084902326332696,3.446365699639072,3.3774383856462906,3.480829356635463
2024-01-15 08:00:37+00:00,0.9505969447342595,119.78667244186302,120.29120667282594,119.83040807080653,51.26483285114483,51.80440474996848,50.63120520897596,18.064805384476852,6.04662017147982,1.8913798340217067,1.7968108423206213,1.929207430702141,3.736484928408734,3.661755229840559,3.773849777692821
2024-01-15 08:00:38+00:00,0.9325858013882727,119.79241997553262,120.83116755815651,119.83975548592696,50.54724911213782,53.5044145827431,49.834896762685965,17.956119720862752,6.1208655393109215,2.561955420118797,2.433857649112857,2.6131945285211726,4.2838315284809205,4.198154897911302,4.32666984376573
2024-01-15 08:00:39+00:00,0.9558199982280731,120.23598701074657,120.19399142780033,119.30427462154799,52.38697708143033,53.08555903951408,50.62284040780634,18.509107682879407,5.940843823463457,3.083971968876834,2.9297733704329922,3.1456514082543707,2.7487615784988444,2.6937863469288676,2.776249194283833
2024-01-15 08:00:40+00:00,0.9562430285108326,120.26483013560751,120.61156787872386,119.53179816371475,51.62288905416572,53.146102368456916,50.68138969966125,18.294584708772682,6.1866242277314205,3.4246169011044723,3.2533860560492487,3.4931092391265617,3.5472219487443106,3.4762775097694245,3.582694168231754
2024-01-15 08:00:41+00:00,0.9507949146504211,120.20584474709116,120.00032996444502,120.13159835177568,51.497278042238946,51.70185551096712,50.531695563529375,18.027797900884543,6.148428992123186,4.143524773343056,3.9363485346759024,4.226395268809917,3.908493008775858,3.8303231486003404,3.9475779388636165
2024-01-15 08:00:42+00:00,0.9420450100907882,119.84429000608996,120.41009095617211,119.18125235336086,50.86117340921916,52.39573204374428,50.47551357740931,17.946203034106986,6.071947082975302,1.9237826009306132,1.8275934708840824,1.9622582529492254,2.1460846601600627,2.1031629669568614,2.1675455067616634
2024-01-15 08:00:43+00:00,0.9428607033358728,120.11463563301582,119.58256929831107,120.2077950573528,51.48664836166796,53.69323180629883,50.562909785436375,18.217690352036296,6.212657506555711,3.9249900545408942,3.7287405518138494,4.003489855631712,3.9263303700177135,3.847803762617359,3.9655936737178905
2024-01-15 08:00:44+00:00,0.9510045140182374,120.0810371596183,119.9496461762139,119.9558387007286,51.85529153485,52.89139497395603,50.07314884259954,18.390946937253677,6.000134649507032,2.7777983095423835,2.6389083940652642,2.8333542757332313,4.238725483010953,4.153950973350733,4.281112737841062
2024-01-15 08:00:45+00:00,0.949773591847698,120.11268203645542,120.42717264777582,119.58272490801272,51.79659533215151,52.1500701335698,50.024995107363324,18.215100102907012,6.118646270285305,2.7948279215028125,2.655086525427672,2.8507244799328686,4.758046305642748,4.662885379529893,4.805626768699176
2024-01-15 08:00:46+00:00,0.9555135246653628,120.30954798798177,119.89448393764636,119.55840842296594,51.2383016206593,53.15481928266409,50.8686491621906,17.970192110195455,6.067981308687825,4.360346486048965,4.142329161746517,4.447553415769945,2.680114879904268,2.626512582306183,2.706916028703311
2024-01-15 08:00:47+00:00,0.9562355164904488,120.11624176981043,120.41734631462514,120.37785136892217,51.58279583467381,53.41539374736404,50.446396885526525,17.876536426957077,5.977184766605055,3.67395457447779,3.4902568457539003,3.7474336659673457,3.848409906769546,3.7714417086341547,3.886894005837241
2024-01-15 08:00:48+00:00,0.9483838284058961,120.25388077492096,120.56224455565508,120.23352803453122,51.336329882674534,53.37326620488912,50.89141279960407,18.091737692696718,5.98106079401102,1.6541410220940667,1.5714339709893632,1.687223842535948,5.239772515320479,5.13497706501407,5.292170240473684
2024-01-15 08:00:49+00:00,0.9433824353331577,120.0715238747291,120.1409565963747,119.7753154221116,52.50933864019947,53.063920009396526,51.47412870481047,18.234004975141705,6.245815556154066,2.9373339667888914,2.7904672684494467,2.9960806461246694,2.264096385496573,2.2188144577866415,2.286737349351539
2024-01-15 08:00:50+00:00,0.9428289499193561,120.1390292652556,120.00171214583763,119.85256637759302,52.1575377059464,53.738402757526174,50.503914941240616,18.080214548193926,6.149509312591021,2.40183276837789,2.2817411299589954,2.4498694237454477,3.9932363993215656,3.9133716713351343,4.033168763314781
2024-01-15 08:00:51+00:00,0.9517979430120671,120.24272304587141,120.15118726651967,119.61937549669054,51.48069280230926,52.851007518851034,50.466247695427775,18.37933115948459,6.133397887570174,2.652292949767082,2.5196783022787277,2.7053388087624235,2.477486206549309,2.427936482418323,2.502261068614802
2024-01-15 08:00:52+00:00,0.9558265813676683,119.61723280216198,120.00474461145966,119.85470598237028,51.19129998261317,53.50334325596001,50.637888722896676,18.286699723650088,5.982789438890547,2.89485810336196,2.750115198193862,2.9527552654291993,3.5704707115458616,3.4990612973149444,3.60617541866132
2024-01-15 08:00:53+00:00,0.9484054891829747,119.95952098756075,120.2651691297681,119.61314040119223,51.94703039152609,53.33198394170832,50.85318997766528,18.232211069053044,6.116979784125449,3.3705876630249,3.2020582798736545,3.4379994162853977,3.19500188545182,3.131101847742783,3.226951904306338
2024-01-15 08:00:54+00:00,0.9500137062214892,119.91535319170328,120.32720510543352,119.79278915076289,51.59421406856475,53.22899796010751,51.17438290409384,18.28970628088652,6.010250841699466,1.9957381111559045,1.8959512055981091,2.0356528733790227,4.3742720110991105,4.286786570877128,4.418014731210102
2024-01-15 08:00:55+00:00,0.9552776167664767,119.86584409703914,120.20581942948614,120.36049125053854,51.663879635228255,53.136996891832325,50.886662490833125,17.913861824812393,6.2177267811795724,2.8225981473009436,2.6814682399358962,2.8790501102469626,3.7047606948795684,3.630665480981977,3.741808301828364
2024-01-15 08:00:56+00:00,0.9498917000300006,119.97600706448748,120.80097461139123,119.78974842641065,51.33774481497115,53.18553980888939,51.973603613824004,18.09551977783279,6.170082036687642,2.6842350352330144,2.5500232834713636,2.7379197359376746,2.7233877430175424,2.6689199881571914,2.750621620447718
2024-01-15 08:00:57+00:00,0.9361100545629139,120.5080742432165,120.08388988763978,119.50506610176441,51.431873569999645,53.40418856178618,51.178159130116086,17.990590066725414,6.141592535854388,3.3073257493461856,3.141959461878876,3.373472264333109,5.523222900550776,5.412758442539761,5.578455129556284
2024-01-15 08:00:58+00:00,0.9478985121053581,119.8008844436018,120.71818499964299,119.41060089635766,52.05104462423502,53.272310911818145,51.39147929294674,18.27899004248622,6.132305207133848,2.9576234887732706,2.809742314334607,3.016775958548736,4.178048823554768,4.0944878470836725,4.219829311790316
2024-01-15 08:00:59+00:00,0.949018237575412,120.3521590284498,119.98942710222288,119.85968749823756,51.868305938863465,53.8156978416344,51.01589645466862,18.00058294655042,6.04261764583378,3.750207784966197,3.562697395717887,3.825211940665521,4.98684308337225,4.887106221704805,5.036711514205972
2024-01-15 08:01:00+00:00,0.946932088250803,119.55785614647584,120.32467578309898,119.59432309745682,53.281940408389346,53.211542433529395,51.57342706342926,18.225444388894008,6.10098193900451,3.2068684222798143,3.0465250011658234,3.2710057907254106,2.904767610527025,2.8466722583164845,2.9338152866322953
2024-01-15 08:01:01+00:00,0.9526651829390641,119.96329293380602,120.65881758225177,119.8976118685109,52.36264886545661,54.293931947234626,50.997983361930714,18.17962584244705,6.207265531053928,3.4826227106728904,3.3084915751392456,3.5522751648863484,3.606839116566051,3.53470233423473,3.6429075077317115
2024-01-15 08:01:02+00:00,0.9472102067877305,120.1136255329551,120.64433635832644,119.3388190862582,51.52141282152488,53.24958122277998,50.811538360292865,18.335997124018316,6.1006655346979715,3.186318940179674,3.02700299317069,3.2500453189832674,4.999106037502623,4.89912391675257,5.049097097877649
2024-01-15 08:01:03+00:00,0.9441169401812988,120.24170728606241,120.17989489851787,120.03278394585409,51.36107833631681,54.029961114114485,51.61927337271794,17.980134527565788,5.970794823809654,2.0803591559928885,1.976341198193244,2.1219663391127463,3.250029267087835,3.1850286817460782,3.2825295597587134
2024-01-15 08:01:04+00:00,0.9439336537201009,120.28024933326166,120.47353603806384,119.50869813506726,52.35951443833896,54.081409143895655,51.17082621406456,18.31329010707448,6.181229151356367,2.7002545129819224,2.5652417873328264,2.754259603241561,3.994925347106233,3.915026840164108,4.034874600577295
2024-01-15 08:01:05+00:00,0.9523006599563136,120.3059260988207,120.43441149721652,119.84167526218741,51.99342218658188,53.712485070153186,51.354889530707496,18.012511060496642,5.988658815311073,2.4650018645899063,2.341751771360411,2.5143019018817045,3.9345390154954383,3.8558482351855297,3.973884405650393
2024-01-15 08:01:06+00:00,0.9412417128761869,119.9643447686212,120.1471184612985,119.72733340048315,52.88891337067697,53.697559093486085,51.75590081522504,18.03701031501015,6.054512468542217,3.607112105427246,3.4267565001558835,3.679254347535791,1.6370500285570109,1.6043090279858707,1.653420528842581
2024-01-15 08:01:07+00:00,0.9471114076914539,119.93129690446024,120.49492742828855,120.34537912605875,52.39531962267712,53.32419110675979,51.3670674421969,18.204822244637658,6.010968009260372,3.6811894228045188,3.497129951664293,3.7548132112606094,3.9312398371352155,3.8526150403925112,3.9705522355065677
2024-01-15 08:01:08+00:00,0.958352754762786,120.32843514536106,120.8699321173616,119.8823470482508,51.294229480446305,53.459503358831796,51.255479955112655,18.47567392125223,5.798303636631899,2.9344987883002087,2.787773848885198,2.993188764066213,3.581138600590675,3.5095158285788615,3.6169499865965817
2024-01-15 08:01:09+00:00,0.9410346241390048,120.0146908058363,120.45373646702618,120.41557952352856,51.80676802639054,53.857162877366584,51.0948456154588,18.07195335558564,6.077595849029435,3.1162049051118,2.9603946598562096,3.178529003214036,3.834111513570661,3.7574292832992477,3.872452628706368
2024-01-15 08:01:10+00:00,0.9383862927324779,119.69041570904173,120.48317476297639,120.00119808284975,52.00971678592589,53.753801377499855,51.92573285210591,17.888177354482913,6.27821208916488,1.7364048769935805,1.6495846331439015,1.771132974533452,3.280518754826824,3.2149083797302875,3.313323942375092
2024-01-15 08:01:11+00:00,0.9390299283441057,119.73417472184326,120.51595570127661,120.26163434096597,52.599139514535494,54.39687404604422,51.25628553524074,18.05814806498436,6.093799281136596,2.688187191212689,2.5537778316520545,2.7419509350369426,2.7110938792528665,2.656872001667809,2.738204818045395
2024-01-15 08:01:12+00:00,0.9394093344399687,119.7993642543381,119.87705735781232,119.77241007833143,51.8823921555842,53.60686311446776,51.43376087162263,18.173634081335226,6.3589968135904895,0.9983473234526041,0.9484299572799739,1.0183142699216563,3.186465050879094,3.122735749861512,3.218329701387885
2024-01-15 08:01:13+00:00,0.9485098549297964,120.22538698837694,120.45445864465302,119.93973720247759,52.51570709267295,53.665813701297175,51.63483182880587,18.627938389641294,6.048210523735822,3.6473097552412193,3.464944267479158,3.7202559503460435,3.473219072382094,3.403754690934452,3.507951263105915
2024-01-15 08:01:14+00:00,0.9478877394235429,120.1200050787677,120.01240404021087,120.20271587993632,51.80163442231495,53.05902901754862,51.66474042651578,18.335257368018024,6.086542619821763,4.783151006790899,4.5439934564513536,4.878814026926717,4.606932429066846,4.514793780485508,4.653001753357514
2024-01-15 08:01:15+00:00,0.9438158715552493,120.28546132155238,120.14150626455337,120.10964706847659,52.50309270948922,54.24156571986664,52.06206882724608,18.110402148948033,6.0548400526350425,2.5734390092125095,2.444767058751884,2.62490778939676,3.440175421857746,3.371371913420591,3.4745771760763233
2024-01-15 08:01:16+00:00,0.9468751033399403,119.95117804025331,120.96809507617914,119.99849310994134,52.715181812829925,54.224676358839105,51.55208052013041,18.236258696068987,6.072161471062342,3.183067627477665,3.0239142461037813,3.246728980027218,4.109922857339219,4.027724400192435,4.1510220859126115
2024-01-15 08:01:17+00:00,0.9549540098725346,120.12795361857398,120.24457401177582,119.74185047799216,53.29096948303184,54.46472937109815,52.30685170268176,18.582166071312614,6.103993055827269,3.3337895928215318,3.167100113180455,3.4004653846779624,4.201129976513163,4.117107376982899,4.243141276278294
2024-01-15 08:01:18+00:00,0.9480785651377539,120.2691064616508,120.09953997085924,119.79363353663167,52.712922758668235,54.520882977912315,51.52584709281302,18.22335594417396,6.218887730482058,2.090748449662359,1.9862110271792408,2.1325634186556064,3.4591035189885315,3.389921448608761,3.493694554178417
2024-01-15 08:01:19+00:00,0.960777382134763,119.98966276570621,120.66840643474795,120.18360037964806,52.211562067725005,54.426468114090056,51.86706756282789,18.229214036324805,5.984837363461963,2.8948248217173544,2.7500835806314865,2.952721318151702,4.97140619770793,4.8719780737537715,5.021120259685009
2024-01-15 08:01:20+00:00,0.9452446387542599,120.22053643184327,120.03936776744449,120.24711022747454,53.396098864645104,54.475235045450255,51.621154648350085,18.197258640158346,6.070458084139485,3.3741834553954346,3.2054742826256626,3.4416671245033434,3.62494661676643,3.5524476844311015,3.661196082934094
2024-01-15 08:01:21+00:00,0.9465657145901456,119.88596295684256,120.19048407738399,119.66651283890033,52.587544956791085,54.39224455365457,52.79085874713096,18.421015655276708,6.1320248594665525,3.1351980852861105,2.978438181021805,3.1979020469918327,3.438910828801287,3.370132612225261,3.4732999370893
2024-01-15 08:01:22+00:00,0.9472566492269124,119.9766612062538,120.70046416533961,119.62227851319638,53.09532443546442,54.4966394657232,51.60010808291021,18.180178196712127,6.199322666172957,3.047661623557379,2.8952785423795095,3.1086148560285265,5.104869591624373,5.0027721997918855,5.155918287540617
2024-01-15 08:01:23+00:00,0.9506251873274161,119.97209235240108,120.33961721763417,119.57520035667831,52.43136823187768,53.22084278627255,51.67635395201279,18.463169722252356,5.856399974938299,2.7628995025773944,2.6247545274485247,2.8181574926289423,4.1369798105399695,4.0542402143291705,4.1783496086453695
2024-01-15 08:01:24+00:00,0.9521163700901065,119.72889792346074,119.85934600323377,120.09638470222222,52.81234687616293,53.61900599304451,51.894738111078524,18.50472020567894,5.933204312189835,2.3471135040214026,2.2297578288203326,2.394055774101831,1.608245754428879,1.5760808393403014,1.624328211973168
2024-01-15 08:01:25+00:00,0.9400414397494584,120.23477739091345,120.49205990226791,119.56966576876566,52.39533055006476,53.56422759540573,51.73478135755795,18.418316796130227,6.077966320950317,3.5407828173406775,3.3637436764736433,3.611598473687491,1.3412036954178341,1.3143796215094774,1.3546157323720125
2024-01-15 08:01:26+00:00,0.9452309676623848,119.94890050400541,120.2109608838644,120.09482278546062,52.985964994799296,54.857678612011384,52.05609717989696,18.254229311353097,6.186697286750038,4.408295684319901,4.187880900103906,4.496461598006299,5.5934395519184,5.4815707608800315,5.649373947437584
2024-01-15 08:01:27+00:00,0.9527564311839845,120.09450472776665,120.79289345109171,120.01428208210035,53.25548188600397,53.85772276206065,52.54396535565765,18.022827897551892,6.027564841782694,1.3956820969877657,1.3258979921383773,1.4235957389275211,4.082900819810112,4.001242803413909,4.123729828008213
2024-01-15 08:01:28+00:00,0.9573209082910309,120.2360154994422,120.15011900048373,119.68808036545715,52.63476194308669,53.964223522759475,52.03352314370167,18.261176854413677,6.143389202996458,1.2774000662616611,1.2135300629485781,1.3029480675868943,3.8261239909836293,3.7496015111639567,3.8643852308934656
2024-01-15 08:01:29+00:00,0.9524941347130782,120.22678558458867,120.64837967636103,120.3217983734715,52.635110891093106,54.305275668614826,52.082335664994545,18.175706243986586,6.275142100715711,2.028381451387562,1.9269623788181838,2.0689490804153134,1.7814671778438882,1.7458378342870104,1.799281849622327
2024-01-15 08:01:30+00:00,0.9488904403320593,120.29347621171597,120.8667578100919,119.4149952852357,53.11733537069434,53.70623880140859,51.90583427797855,18.157065049858797,6.079251998538877,2.647038478660086,2.514686554727082,2.6999792482332876,3.8537381991802855,3.7766634351966797,3.8922755811720884
2024-01-15 08:01:31+00:00,0.9516057469047406,120.06534919499987,120.07980166288992,120.35256483059956,52.554586448028616,54.54432019843642,51.79795800854583,18.26844252726741,6.056263116107301,2.790180254332089,2.6506712416154845,2.8459838594187308,2.945321478987999,2.886415049408239,2.9747746937778787
2024-01-15 08:01:32+00:00,0.9505120241755534,119.96893921900184,120.27815666381287,119.9514026144635,52.23614614891019,53.3146585196501,52.12872101891042,18.415609478588383,6.127126308136787,3.1017284218657886,2.946642000772499,3.1637629903031046,3.6844131198920467,3.6107248574942057,3.721257251090967
2024-01-15 08:01:33+00:00,0.9454011972219474,120.07304682939011,120.4537437994907,119.23472846107909,53.1995937835125,53.81674986548421,52.11409129198413,18.198645599540864,6.098804542836442,3.057993402678401,2.905093732544481,3.119153270731969,3.2716159462378336,3.206183627313077,3.3043321057002117
2024-01-15 08:01:34+00:00,0.9424618476004982,119.59179524715755,120.0809878427334,120.33536347693675,52.99687723119637,54.530377901890446,52.726630839915934,18.051689460695865,6.1071879078961695,2.889075162846332,2.744621404704015,2.9468566661032587,3.710432759999281,3.636224104799295,3.7475370875992735
2024-01-15 08:01:35+00:00,0.9496369038800061,119.66489482178949,120.4203151046558,120.15049425765538,53.013877680907996,53.83545957480267,51.69004066937477,18.13834590387737,6.064437571400862,4.017724358553135,3.816838140625478,4.0980788457241974,4.193564204990638,4.109692920890825,4.235499847040544
2024-01-15 08:01:36+00:00,0.9506420974643387,119.70325136432332,120.27278528427391,119.73139762050967,53.36627410868218,55.13097367221213,52.926296513632316,18.671606633834703,6.057670733583471,2.2593362719567,2.146369458358865,2.304522997395834,4.37278389161356,4.2853282137812885,4.416511730529695
2024-01-15 08:01:37+00:00,0.9554029270888127,119.80191957945856,120.26777554351648,119.57147527091111,53.463394233037505,54.52952658955892,52.154939600893606,18.446726810010322,5.98380170805261,3.7258108383546045,3.539520296436874,3.8003270551216968,3.9346753243971495,3.8559818179092065,3.9740220776411213
