,violation_type,power_factor,voltage_a,voltage_b,voltage_c,current_a,current_b,current_c,power_real,power_reactive,thd_voltage_a,thd_voltage_b,thd_voltage_c,thd_current_a,thd_current_b,thd_current_c
2024-01-15 08:01:22+00:00,thd_current,0.9472566492269124,119.9766612062538,120.70046416533961,119.62227851319638,53.09532443546442,54.4966394657232,51.60010808291021,18.180178196712127,6.199322666172957,3.047661623557379,2.8952785423795095,3.1086148560285265,5.104869591624373,5.0027721997918855,5.155918287540617
2024-01-15 08:01:26+00:00,thd_current,0.9452309676623848,119.94890050400541,120.2109608838644,120.09482278546062,52.985964994799296,54.857678612011384,52.05609717989696,18.254229311353097,6.186697286750038,4.408295684319901,4.187880900103906,4.496461598006299,5.5934395519184,5.4815707608800315,5.649373947437584
2024-01-15 08:01:43+00:00,thd_current,0.9431345542175662,120.32853599960993,120.3119196150805,119.37569872638333,53.01856761771466,54.873201867172114,52.539262730548735,18.470708220407953,6.0919940407197215,3.028969711344419,2.877521225777198,3.0895491055713076,5.485861936890594,5.376144698152783,5.5407205562595
2024-01-15 08:01:50+00:00,thd_current,0.9532691728489107,120.24481249028969,120.0978798119112,119.85565708362077,53.94811559471303,55.47594559042877,53.120870804012426,18.383402171451007,6.024541602223527,3.14821293199614,2.9908022853963327,3.2111771906360627,5.475828483011829,5.366311913351592,5.530586767841947
2024-01-15 08:01:52+00:00,thd_current,0.9474048118763776,119.93829562402296,120.36243224597094,119.7022357336523,53.65705016860999,54.25200368522396,52.27538812788508,18.322426266162143,6.046366918646124,2.0713348122756963,1.9677680716619113,2.1127615085212104,5.083279525886281,4.981613935368555,5.134112321145144
2024-01-15 08:01:54+00:00,thd_current,0.9553598769146113,120.14023325654162,120.21386238064628,119.66059895986228,53.086902749002284,54.33399064013036,52.069288998693274,18.660604771141575,6.019098291657668,4.150974262270571,3.9434255491570425,4.233993747515982,6.366881501820321,6.239543871783914,6.430550316838524
2024-01-15 08:02:05+00:00,thd_current,0.9532435967898641,120.2369250861077,120.78643987680086,119.75214107856029,53.48755630363945,54.878971986535916,53.12065083476172,18.553201651721366,6.065915795245451,3.987449508206507,3.7880770327961812,4.0671984983706375,5.646880823122446,5.533943206659997,5.703349631353671
2024-01-15 08:02:11+00:00,thd_current,0.9591386482362959,119.72298494019522,121.12446961094561,120.3710405527854,54.60234523683764,55.25124420835958,52.81870567609941,18.33187624315771,6.156082452961068,4.224274422208097,4.013060701097692,4.30875991065226,5.991039172420544,5.871218388972133,6.05094956414475
2024-01-15 08:02:12+00:00,thd_current,0.9467298894798507,120.32755580611071,120.2677551503073,120.29604969105876,54.782594384099966,54.70955778664843,52.68610466629776,18.182897835307738,6.144429241936067,4.039466982040687,3.8374936329386524,4.1202563216815005,5.316601800178274,5.210269764174709,5.369767818180057
2024-01-15 08:02:22+00:00,thd_current,0.9350216396535737,119.50757054730789,120.32849028931564,120.06065359389426,53.50490416189201,55.54169553112385,53.16430821026417,18.33324885964172,6.171801408972808,0.9585563509920978,0.9106285334424928,0.9777274780119398,5.524108220340514,5.413626055933704,5.579349302543919
2024-01-15 08:02:25+00:00,thd_current,0.9580496188665172,120.02562082437876,119.83331240832305,119.48682609060339,53.9946246423829,54.73860623388346,53.242584465818474,18.483596076203767,5.9579008378437575,1.9993320770069476,1.8993654731566,2.0393187185470865,5.023922673887003,4.923444220409262,5.074161900625873
2024-01-15 08:02:29+00:00,thd_current,0.9447309768075202,120.20139424612641,120.58080208701317,120.49903960649522,54.638349978896024,55.363678994350735,54.11275842784623,18.52118417107645,6.062480433242609,3.7038348800077543,3.5186431360073662,3.7779115776079095,5.261199753787271,5.155975758711525,5.313811751325144
2024-01-15 08:02:30+00:00,thd_current,0.9574417190054139,120.1077009759499,120.80684097814478,119.80023582472703,55.03999590403817,55.36413676844034,53.41201066733309,18.537456215287897,6.040278906931475,2.665833115951874,2.53254146015428,2.7191497782709115,5.690289722662017,5.576483928208777,5.747192619888637
2024-01-15 08:02:38+00:00,thd_current,0.9546380531114156,120.01357946866258,120.00086869973603,119.83073478229619,55.02715224562361,55.65517618594218,54.263293491551565,18.603552078696723,6.140668750614637,2.911046158091203,2.7654938501866426,2.9692670812530273,6.263013431535376,6.137753162904668,6.32564356585073
2024-01-15 08:02:40+00:00,thd_current,0.9482887090370986,119.87584738482047,120.23659563304783,119.70279853673456,54.35116921556021,56.18505407679773,53.52319001011684,18.649339487051208,6.138061882573147,2.9117510777391065,2.766163523852151,2.9699860992938887,5.876254495036851,5.758729405136114,5.935017039987219
2024-01-15 08:02:41+00:00,thd_current,0.9461851080784914,119.94882097262071,120.28480780514427,119.55207976618462,54.376496573742315,55.30465723499569,53.43874763589991,18.622767960081596,6.23343761653519,1.733650598552595,1.646968068624965,1.7683236105236468,5.7763810976249,5.660853475672402,5.834144908601149
2024-01-15 08:02:53+00:00,thd_current,0.9502868441887021,119.81074319531649,120.15594612478581,119.55866038468777,55.50389196871475,55.92401715225456,54.0691921797781,18.927881698710383,6.132980871000097,2.790234662718698,2.650722929582763,2.846039355973072,5.123006425805976,5.020546297289857,5.174236490064036
2024-01-15 08:02:55+00:00,thd_current,0.9433606169024126,120.2321998550192,120.20302511391401,120.47431179737158,54.50071612335385,55.348435045143944,53.744908312325315,18.631773978378156,6.301943760687072,2.0967014925016665,1.991866417876583,2.1386355223517,5.028942127274939,4.92836328472944,5.079231548547688
2024-01-15 08:02:56+00:00,thd_current,0.9563433953785822,120.6551493113734,120.10242367089236,120.03794481029543,54.40744573134289,55.04816912942712,55.14413546537185,18.832815456980676,6.128878476605747,1.4470335854320142,1.3746819061604134,1.4759742571406544,6.166691017797007,6.0433571974410665,6.228357927974977
2024-01-15 08:03:07+00:00,thd_current,0.9467669033686977,119.82502708483526,120.49371665862853,119.78313073692635,54.778535337278704,55.58115524351782,53.86049093727648,18.847401251494365,6.150887720941279,3.615910999926,3.4351154499297,3.68822921992452,5.15225358988066,5.049208518083047,5.203776125779466
2024-01-15 08:03:16+00:00,thd_current,0.9588031984392495,120.39426898025685,120.61339815850279,120.45002496893622,55.21613727135084,55.842211948572555,54.924498436999464,18.758282160118323,6.123198346266898,2.411257286562912,2.2906944222347665,2.45948243229417,5.724608733422451,5.610116558754002,5.781854820756675
2024-01-15 08:03:46+00:00,thd_current,0.9468972087922373,120.98581940485607,120.61881581347654,119.80736557574619,54.37406903854613,56.11573474686008,53.576059081336375,18.543341726286314,6.17881716082602,2.311739051875658,2.1961520992818753,2.357973832913171,5.209528546720605,5.105337975786193,5.261623832187811
2024-01-15 08:04:00+00:00,thd_current,0.9482004320239946,119.98098375239519,120.22606240555382,120.53282622494412,55.56394269587627,55.92981830343689,54.51353694903676,18.913341612698208,6.222315032461804,3.4304500991996076,3.258927594239627,3.4990591011835996,5.087067063730029,4.9853257224554275,5.137937734367329
2024-01-15 08:04:06+00:00,thd_current,0.9599336142797096,119.92073280181984,120.55360123539329,119.93224876047927,54.76681796326625,54.695390545493595,54.49468125351112,19.246372349541453,6.294418422868762,3.545684486241509,3.368400261929433,3.616598175966339,5.107536863719481,5.005386126445091,5.158612232356676
2024-01-15 08:04:09+00:00,thd_current,0.9535661323664604,119.90115149937287,120.49544823132301,120.08545412482484,54.55943304055674,55.35369429211031,54.15484611646997,18.818005312981505,6.151483006592422,2.8685918621296764,2.7251622690231927,2.92596369937227,5.89197832370673,5.7741387572325955,5.950898106943797
2024-01-15 08:04:11+00:00,thd_current,0.9458036906713847,120.3569863189294,120.16329700438996,119.76930472729094,54.24405917808713,55.459068251963295,54.477335580614245,18.958926297220476,6.22793001985065,0.7226847866190345,0.6865505472880827,0.7371384823514152,5.369429495024249,5.262040905123764,5.4231237899744915
2024-01-15 08:04:26+00:00,thd_current,0.9507149685165295,120.3152842510038,120.38912292063691,119.50679279875341,54.30046341332155,55.48024260463542,55.1945020032183,18.61268505064261,6.221674715723484,3.7447561070161752,3.5575183016653664,3.819651229156499,5.703214338510928,5.589150051740709,5.760246481896037
2024-01-15 08:04:34+00:00,thd_current,0.9576011117616691,120.74812634161289,120.8839910545907,120.01406841455753,54.76209425000359,54.52526523562313,54.68439039015607,19.212353177985367,6.26667697210273,2.9517761102027418,2.8041873046926047,3.0108116324067966,5.032854201892922,4.932197117855064,5.083182743911852
2024-01-15 08:04:41+00:00,thd_current,0.9491416103286112,119.75923133263939,120.48562866637575,120.36803205911409,54.07135557210638,55.52150889373714,53.31956357151639,18.884003770921055,6.154968912025275,2.7003621962560276,2.565344086443226,2.754369440181148,5.1025482223889504,5.000497257941172,5.15357370461284
2024-01-15 08:04:47+00:00,thd_current,0.9521555558819803,120.3038741379728,120.81741708006318,119.98580902392477,54.68841591163504,55.81335116707626,54.711744188763056,18.794009434288036,6.277011383084532,2.77562412558429,2.6368429193050757,2.831136608095976,5.0537221639502015,4.952647720671197,5.104259385589703
2024-01-15 08:04:48+00:00,thd_current,0.9395640341838901,120.20140084871996,120.46655298333792,120.39794764167962,54.83349275454239,55.27027328793501,54.63124139872842,18.814706721255032,6.263568471987712,3.1867865744115833,3.027447245691004,3.250522305899815,5.806426282194533,5.690297756550642,5.864490545016478
2024-01-15 08:04:51+00:00,thd_current,0.9516113406983073,120.33756998188484,120.47102836895866,119.98873997586526,54.08028167481904,54.901075307898964,54.51610524162796,18.67961091542317,6.471018118727444,2.2200457726717624,2.109043484038174,2.2644466881251977,5.0407112641245755,4.9398970388420835,5.091118376765821
2024-01-15 08:04:52+00:00,thd_current,0.9482163411716009,120.73416338738117,120.15482870835487,120.30391597159036,54.26308311886961,54.666731556968514,54.0917314917352,18.746400375064347,6.21233367726604,4.562015972637176,4.333915174005317,4.653256292089919,6.247810370714776,6.12285416330048,6.310288474421924
2024-01-15 08:04:53+00:00,thd_current,0.9553862834955927,119.52363193876992,119.97985569404979,120.61766613177194,54.2960428952153,55.17978899767978,53.59617407328964,19.05628816983178,6.33967141155643,3.0229314491473427,2.8717848766899756,3.0833900781302894,5.187943129566587,5.084184266975256,5.239822560862254
2024-01-15 08:04:57+00:00,thd_current,0.9470380877510551,120.18570082666305,120.60383296036856,120.07427154128942,54.32402982336795,54.774156722450236,54.896309783915655,19.11371263338892,6.197946078937529,2.8373524581515017,2.6954848352439265,2.894099507314532,5.400979903066063,5.292960305004742,5.454989702096724
2024-01-15 08:05:00+00:00,thd_current,0.9499196685833092,120.81820506424926,120.82143393747891,119.68021078723056,54.010423356887344,55.424433564972986,54.97633910916763,18.96846801735659,6.3395334160393615,2.83312387540076,2.691467681630722,2.889786352908775,5.105155274341455,5.003052168854626,5.15620682708487
2024-01-15 08:05:06+00:00,thd_current,0.947215450672235,120.20508799774348,119.99464725423263,120.26989925471662,55.132164624933914,55.29018309602658,53.52857991408385,19.307932345995134,6.253433267800658,2.151783166245165,2.044194007932907,2.1948188295700684,6.201582676898351,6.0775510233603836,6.2635985036673345
2024-01-15 08:05:07+00:00,thd_current,0.950340441926793,120.69633912915666,120.30661041454782,120.12833760958965,54.24860334646858,55.46473671990505,53.979824910139115,19.057735031535763,6.11093234450482,3.167146436685443,3.008789114851171,3.230489365419152,5.908207868124771,5.7900437107622755,5.9672899468060185
2024-01-15 08:05:21+00:00,thd_current,0.9546355377226275,120.26164383045929,120.67274088207603,120.3372958697948,53.15335406583272,55.303813006985415,54.005600885242266,18.886593595553087,6.26071694873941,3.1976843658561225,3.037800147563316,3.261638053173245,5.069028330221115,4.967647763616692,5.119718613523326
2024-01-15 08:05:32+00:00,thd_current,0.9468295393615364,120.1188588055219,120.11975139463911,120.80941369842454,53.78448077736067,54.172754580949004,52.83956640508289,19.14507363712029,6.356267753037825,2.668484845662842,2.5350606033796996,2.7218545425760987,4.958798397271705,4.859622429326271,5.0083863812444225
2024-01-15 08:05:36+00:00,thd_current,0.9485954625846843,120.13069284632704,121.50771027180228,120.7490256103338,54.15484498186896,54.257406229065815,53.40911778308737,19.127674133183703,6.195791352180507,3.5872132993212063,3.407852634355146,3.6589575653076305,5.276225507949859,5.170700997790862,5.328987763029358
2024-01-15 08:05:38+00:00,thd_current,0.9509286950626891,120.68037098013218,120.18374850250878,120.02486246063552,53.48014651644963,54.72318889725366,52.4442646283828,19.204135864712917,6.4111448893787655,2.352909039238277,2.235263587276363,2.3999672200230426,5.642488829131347,5.52963905254872,5.69891371742266
2024-01-15 08:05:49+00:00,thd_current,0.9563017496308571,120.78607223848336,120.72529428157026,119.56178722390933,53.32243522898012,54.20274171066085,53.02781737531073,19.065745537746192,6.252161718566559,1.5878561343336477,1.5084633276169652,1.6196132570203208,6.654115853987983,6.521033536908224,6.720657012527863
2024-01-15 08:06:00+00:00,thd_current,0.947683027528101,120.30691439163976,120.71754901689994,120.46192786946105,52.919290452232474,53.424821895574865,53.26781034917937,19.39497749409116,6.391680772931424,3.4226990850548997,3.2515641308021546,3.491153066755998,5.0566492339650875,4.955516249285786,5.107215726304738
2024-01-15 08:06:11+00:00,thd_current,0.9471241421550448,120.76061296977826,120.79503975665966,119.9643272425533,53.06722583287128,53.77738809409869,52.32788170658481,19.06172356745949,6.243833597617065,2.3057136467006867,2.1904279643656523,2.3518279196347005,6.333333185475159,6.206666521765656,6.396666517329911
2024-01-15 08:06:12+00:00,thd_current,0.9501160887558338,120.6197976636874,120.43603945208655,119.95497339240546,51.77505094232465,53.58390262399776,51.33061346058369,19.19581094615848,6.222084709191366,2.018803304700334,1.9178631394653172,2.059179370794341,5.928900214327281,5.810322210040735,5.988189216470554
2024-01-15 08:06:25+00:00,thd_current,0.9518141837638866,120.13526789497494,120.47688541130584,120.42393830447351,52.164161775923276,52.58552296050155,51.859820036684134,19.459790227243225,6.387675442392984,1.862462832046836,1.769339690444494,1.8997120886877727,5.191217003559004,5.087392663487823,5.2431291735945935
2024-01-15 08:06:33+00:00,thd_current,0.9487666876935609,120.51784425509152,120.49475256311563,120.12159107973069,51.88553520589995,52.40651880420267,52.39961394958322,19.42420629052736,6.459220461758043,1.825044173740197,1.733791965053187,1.861545057215001,5.064164300491699,4.962881014481865,5.114805943496616
2024-01-15 08:06:37+00:00,thd_current,0.9441378943663242,120.45202410274389,120.2992051177216,120.1636356540749,52.42470020540262,52.02134167321058,51.6894490584448,19.09018235184329,6.299077252262431,4.1175237100206745,3.9116475245196405,4.1998741842210885,5.04340108048786,4.9425330588781025,5.093835091292739
2024-01-15 08:06:43+00:00,thd_current,0.9507192048004524,120.26995151603892,120.62672008686896,120.29237751454902,51.31405779743366,51.263873653686026,52.135492716394936,19.27187617331155,6.260951073498316,4.0410769318027775,3.8390230852126384,4.1218984704388335,5.267845952251578,5.162489033206547,5.320524411774095
2024-01-15 08:06:55+00:00,thd_current,0.952929748390894,120.456909053512,120.43476387441851,119.99616924389031,50.93999449878363,51.77795743113457,51.04866832159028,19.53292522157303,6.300080169217892,2.004758175633337,1.90452026685167,2.044853339146004,6.129655414443485,6.007062306154616,6.19095196858792
2024-01-15 08:06:58+00:00,thd_current,0.9457052325386016,120.37917810173182,120.564214625316,120.50072988411056,50.79370813358654,51.949953167224926,50.85122734230336,18.64279085840811,6.068111118666605,3.496879553587501,3.3220355759081257,3.566817144659251,5.463984841680167,5.354705144846564,5.518624690096969
2024-01-15 08:07:16+00:00,thd_current,0.950767609556441,120.25360165472934,121.1934276633896,120.04943898013524,51.06191101670273,51.66330447384036,49.274005947631586,19.588997983237647,6.22677931724656,3.1330892741192975,2.9764348104133327,3.1957510596016836,5.062974508647679,4.961715018474726,5.113604253734156
2024-01-15 08:07:18+00:00,thd_current,0.9515492530352836,120.21900092131598,120.53304957787404,119.89806598767463,49.86966896919105,51.275829656769524,50.13550724706876,19.345308457852973,6.244905840150643,3.3318868372741677,3.1652924954104593,3.398524574019651,6.151072662433688,6.028051209185015,6.212583389058025
2024-01-15 08:07:19+00:00,thd_current,0.9504739114184568,120.54440822917397,120.72877078812711,119.90226258719969,51.35908761078462,50.755579640747854,50.33654593589449,19.410573570245656,6.3396592234747615,2.8821763337954582,2.7380675171056854,2.9398198604713675,5.133825255483524,5.031148750373854,5.185163508038359
2024-01-15 08:07:20+00:00,thd_current,0.9439949986423416,120.36002171999449,120.55140796950911,120.17577964729841,50.343898395473126,51.110771200306274,50.29601424222237,19.38941212349803,6.277998292058924,2.0201702792519036,1.9191617652893083,2.0605736848369416,5.686944282958286,5.57320539729912,5.743813725787868
2024-01-15 08:07:36+00:00,thd_current,0.9519732128944631,120.75155565501959,120.33712881106138,120.11543453575914,49.96834466277659,49.78494076920245,49.40524854726978,19.392631798196582,6.343406209221014,3.6560015558214674,3.473201478030394,3.7291215869378966,5.497557930420145,5.3876067718117415,5.552533509724347
2024-01-15 08:07:46+00:00,thd_current,0.951559802691277,120.34798732658797,120.63697775630555,120.44349571074189,49.089109230494124,50.30370529913902,50.369651469603326,19.476500665141828,6.348847765451915,2.770682451540634,2.632148328963602,2.826096100571447,5.254324989655215,5.14923848986211,5.3068682395517675
2024-01-15 08:07:52+00:00,thd_current,0.9598376468353581,120.35492876728969,120.99194177971157,119.76238280836218,49.21695861603272,49.26179892644013,49.136899329519295,19.592137319137308,6.454762106256098,3.301217349186348,3.1361564817270304,3.3672416961700753,5.109944540570271,5.007745649758865,5.161043985975973
2024-01-15 08:07:56+00:00,thd_current,0.947802344717001,120.76222866419583,120.62247667087578,119.97468100496589,49.16201454908923,50.25968987380117,49.51298049087322,19.5436771747471,6.361556999714062,2.5533204678217585,2.4256544444306702,2.6043868771781935,5.92603954737446,5.807518756426971,5.985299942848204
2024-01-15 08:08:03+00:00,thd_current,0.9457122962409866,120.62221603797016,120.12956691586334,120.46146346977734,49.471256738471155,49.2408702251202,49.04898770326505,19.899094888711865,6.412959972265556,2.969113270354282,2.820657606836568,3.028495535761368,5.767019675896674,5.6516792823787405,5.824689872655641
2024-01-15 08:08:04+00:00,thd_current,0.9560155874902386,120.43164389598131,120.46574004253817,119.65719695735967,49.251941226147444,49.98042724405687,49.34697426141982,19.800661499609753,6.395533488022255,4.469392958427808,4.245923310506417,4.558780817596364,5.609836900148555,5.497640162145584,5.665935269150041
2024-01-15 08:08:05+00:00,thd_current,0.9449851076070611,120.39825115812414,120.23445237357087,120.52200751123776,49.2820119630007,49.014720579270865,48.836171981615635,19.44979294556529,6.468029053875666,3.3533055620285364,3.185640283927109,3.420371673269107,5.252378055590165,5.1473304944783616,5.304901836146066
2024-01-15 08:08:07+00:00,thd_current,0.9507607182726406,120.57984888778938,120.84265520627858,120.2807446227209,49.52597221627681,49.64162385691204,48.065956878208254,19.548559885134175,6.433114682494529,3.9947619846062206,3.7950238853759095,4.074657224298345,5.2476992819124755,5.142745296274226,5.300176274731601
2024-01-15 08:08:12+00:00,thd_current,0.9543477961953809,120.36832241332435,120.35363779253275,120.07533432403036,48.580960607710836,49.5162171374844,48.16990953909784,19.747732113582533,6.255858544660288,3.6426491918569464,3.460516732264099,3.7155021756940854,5.02401267472987,4.923532421235272,5.074252801477169
2024-01-15 08:08:20+00:00,thd_current,0.9373761919662538,120.86878533481556,120.54727212067311,120.49830603054119,48.12317660186458,48.723810847080806,49.16420536410329,19.508109428628394,6.556242190077081,2.919956741906459,2.7739589048111357,2.978355876744588,5.308293881340669,5.202128003713855,5.361376820154075
2024-01-15 08:08:28+00:00,thd_current,0.954799767164189,120.29709500740766,120.53682225547777,120.00446887305222,47.361789626301515,48.32549848842658,47.96390561705641,19.785962144680905,6.3169401935864675,2.4324685761472593,2.3108451473398963,2.4811179476702043,5.005528724789503,4.905418150293713,5.055584012037398
2024-01-15 08:08:29+00:00,thd_current,0.9550679619359789,120.60515190709003,120.43509731693267,120.51047166394194,47.89578491737096,47.9385018286765,47.299740807301625,19.71280569836862,6.4555949605681375,2.2011745126451543,2.0911157870128965,2.2451980028980576,5.0019401384385445,4.901901335669773,5.05195953982293
2024-01-15 08:08:43+00:00,thd_current,0.9570239176941121,120.41733092377197,120.09584014651371,120.58952526439573,47.55456055265335,48.248587430042186,47.076294646867055,19.346783362654516,6.453901678548387,3.4128922146161056,3.2422476038853003,3.481150058908428,5.488925731242533,5.379147216617683,5.543814988554959
2024-01-15 08:08:44+00:00,thd_current,0.9454592742793254,120.89652020363309,120.61993156042378,120.8210912900114,47.94278620875267,47.83198774228115,48.04576953411687,19.865358033976932,6.282026743542826,2.181864870023901,2.0727716265227056,2.225502167424379,5.219570521309125,5.115179110882942,5.2717662265222165
2024-01-15 08:08:49+00:00,thd_current,0.9489955124158053,120.9479657637961,120.39422357775912,120.08932806750995,47.609649613050664,48.34805949082845,47.19797459052024,19.67020371517462,6.424482963643174,2.9585594015531407,2.8106314314754837,3.0177305895842035,5.951054653641464,5.832033560568634,6.010565200177878
2024-01-15 08:08:58+00:00,thd_current,0.9560594151842184,119.76589809581614,120.7174527406959,119.97666843579155,46.56554741636045,46.77534197211164,47.45454656382064,19.649450151054687,6.274921085481722,3.009336410539103,2.8588695900121475,3.069523138749885,5.1554873319697005,5.052377585330307,5.207042205289397
2024-01-15 08:09:12+00:00,thd_current,0.9487754894200033,120.58161492572283,120.12409494751807,120.14442515793034,46.853425219472705,46.52337722910013,45.35253877659776,19.27354174960325,6.4795186657444335,2.315203776653867,2.1994435878211736,2.361507852186944,5.395961379373814,5.288042151786337,5.449920993167552
2024-01-15 08:09:15+00:00,thd_current,0.9548379503563943,120.40235074767284,120.65055351033827,120.20720297894155,47.30188358689809,47.136539008036614,47.40736560394397,19.8283674377244,6.338858053749263,3.69313069950296,3.508474164527812,3.7669933134930194,5.4390090852924295,5.330228903586581,5.493399176145354
2024-01-15 08:09:19+00:00,thd_current,0.9481265225797469,120.23019700680423,120.1569730650972,120.08307522326298,46.8535629715963,47.760652916522695,45.72584833356367,19.944643567420126,6.457528231673695,3.3915590156813975,3.2219810648973275,3.4593901959950255,5.771122367578825,5.655699920227248,5.828833591254614
2024-01-15 08:09:20+00:00,thd_current,0.9508366824189156,120.4762184290374,120.77844131309134,119.88861386908026,46.180723509755865,46.4315257302994,46.390820141955224,19.715926196776792,6.3704783288767945,2.3818431546515497,2.2627509969189723,2.4294800177445808,5.171929342019588,5.068490755179196,5.223648635439784
2024-01-15 08:09:22+00:00,thd_current,0.942311109800603,120.51393329913026,120.56608507546927,120.77747182767204,45.13829085984136,47.18701853599303,47.69249937549594,19.969219226773443,6.470861804042924,2.9428482509693827,2.7957058384209135,3.0017052159887703,5.534879316981424,5.424181730641796,5.590228110151239
2024-01-15 08:09:26+00:00,thd_current,0.9503727515985972,120.45301422573145,120.90812998632774,119.82213856895093,46.084100546684,46.28904919448154,46.37285299222888,19.792576222313357,6.392543056440471,1.9915609041151112,1.8919828589093555,2.0313921221974134,5.82520199547298,5.708697955563521,5.88345401542771
2024-01-15 08:09:28+00:00,thd_current,0.94739220797663,120.66658696432432,120.81671977955004,120.12605956741048,46.93903366264512,47.503391456798134,46.259715666075664,19.764508399693508,6.389893926902857,1.5428697713461912,1.4657262827788815,1.573727166773115,5.520649966592432,5.410236967260583,5.575856466258356
2024-01-15 08:09:31+00:00,thd_current,0.9538343231455355,120.48337784192532,120.58264191974946,119.76826458267219,45.97564279506498,46.86905928966634,46.319783012264494,19.46117206363145,6.432401314501507,2.8664827821994354,2.7231586430894636,2.923812437843424,5.1325709857573845,5.029919566042237,5.183896695614958
2024-01-15 08:09:42+00:00,thd_current,0.9412433608384645,120.42180193974649,120.69552737586582,120.28561536561338,46.19155738448367,45.991849014588766,46.43755905102852,19.38695079715615,6.519458823235568,4.363768222780273,4.145579811641259,4.451043587235878,5.884216520744646,5.766532190329753,5.943058685952092
2024-01-15 08:09:48+00:00,thd_current,0.9523938016351432,120.58385306658927,120.65384913590401,120.06416080714877,46.16803089382858,46.568527232762285,46.49627743282152,19.532173236649744,6.443708648182146,3.509415044539267,3.3339442923123035,3.5796033454300527,5.079724038930289,4.978129558151683,5.130521279319592
2024-01-15 08:10:00+00:00,thd_current,0.9453357057211959,120.6742383631409,120.92934442617305,120.55713196702689,46.41098346397444,46.4362610531374,44.81385056461487,19.801419959252705,6.244805603131808,1.9450060694364366,1.8477557659646147,1.9839061908251654,5.040002155371078,4.939202112263656,5.090402176924789
2024-01-15 08:10:02+00:00,thd_current,0.949649809436927,120.90299343710372,120.71786371714077,120.50459182897379,45.69463701273284,46.809159259269016,45.478631232557454,19.691853063595975,6.3689834564616765,2.9949638421871123,2.8452156500777566,3.0548631190308546,5.567931091244,5.45657246941912,5.62361040215644
